PaperId,ClusterID
0ad29b032fe87db2641893f4cc880c22f2107712,4
0bdae8c38f570965cc9a630a44b7089c2a5da0ed,2
0a647b38d4d6843432c6bc6afe1b8b1002756c04,2
0b7e8eee1a131b49e7a3d3cb7bd1d38c940efcd0,
0a4500b002c2a90da48e59744cc886fcb83c716a,
0a124d3aa26def70b2db71f68c89dfe1996daf3e,2
0a7f3082096005d478c57d5b9f2abf3a2aa3ccc8,
0b4a1c61877f9783c5bb5f3eaf53e76c1096cc33,2
0a815bbe7da1480049167dd1413b5190feaefb38,2
0a1f80b50df6a98674b810bab80b88b58152cb13,5
0a41475b83b570dd0056b3ba82a25aab93d5f981,1
0a4e2a423639f9bb8db44973057da4865f335299,4
0adf258976460425fa1eb6785f2bf1d1790c2d6d,5
00e8c899e71ace112db96ccc99039a7def23addf,
0c0dbf4bc137fb862c9d69c3a771a26e4a28d01d,
0b1515138984b9f9f2d08a8aaedc388846b531d4,2
0ae622198f0a6aa58f6ea0a67fdbc5439d7ff2c8,
0bb67dc3163056b071575cff67683d775e4f34d3,
0b1dd2ed987b7a759ce890d6db09c46cba745cb3,2
0ac431a9a48289831c825c2b30f48bdf7f548995,2
00c681751f25b1ae94a83020692a477fe890040f,2
0b1169ce2ade4c99af8c18a64787708ae014cf1b,
0b5ec603b2d2f9d4596b5f9ab9430e7489d1b5c6,
0ae08d570fd266cc5c5e7f7f21b52b068f67a505,0
000b0174f992cb326a891f756d4ae5531f2845f7,
0b3883c15bf2461f6874da5a263c26e2540b4c88,5
0ba5aaea1db8233464d6dfddea4e06e19953ca4d,2
0bda3352e1f43085c1c1b2595b2bb3b57f1e24eb,2
00f442d557df9be627dbc3cf185df28116587af6,
0afd71452dab041a8f89f9457dfa42ad41035bd7,
0a580342aafc12456ca2c5d0942845ad6e2ced8b,2
0b2568b8178c37cf931ed7d9aae1f7c0a8476dfc,
0a759408e3da1d58199a2ac2171f2594d6dd5dbb,2
00dce8da5fcee849b30c9d7a7e358c5855b14ca9,2
0a0bc6bc993e37df9be46a2c80e969cbac5a89db,2
0b4bee60b8a87ae73819d0cfe31cdc80728d2a95,
00f012303873cf057e5f7c88046e254f37bf9f97,2
0b543687ad302dd86a29f907f314836e2cda5f3a,
0a87fa5193e5a867e9844f8db60490fa53457fe3,
0a7ab0df1e7ce90e98f962330fe3604ddeaad8a4,1
0aa9c6e5d23acccfae9077750071e2768bdeefe6,2
0bd206c313f628703bf896ecb80d2a37e1a178a3,
0a459f84b730814c578db3b6310423371ddc8ffb,2
0b7f2ac5328472f90b97ff37a38793c3c0d504b9,2
0c2cc3f4951a7d04b3abaec999c17bbc2a914153,0
0a53c53cbccfb1328bf694b98532d609eac18640,0
0bee52e6477404d2aed60b9ae06ac53bf92660de,3
0a63872b4b6c7baa3afe4277f6b225856e281054,2
0a6d27149c1fc958d4f6a598cc165a7cb0ee0185,2
0ae70ae84cc9052dedf214ca44a842f0f9edc161,0
0bd443591b5e10934beef050b516afeca6b668fe,0
0aef63f4f4c4cb195e71b50d0c6e721aba9f2a81,2
0a9175035290324826af5ce4292fe7a37c30d327,0
0b8c67ac3dbc51ec4287e9a76541767146106129,2
0bc74879d3ef31cdc5f6ab2000190d2874a0553e,2
0a9a8d2f4a4f8bd18662b69100679fc9cbfe95a2,2
0b0bef364528996690ade2e71a017caab0894bf3,2
0ae42add9e94f1709383f1cc397d640792c8a035,
0b2635ace26bac849bb9659fe89b9dce6bffb2a6,3
0b703c00445f6c0bdd40d95f8e9dbd405a3a1e36,
0b9645e4640c8c337efee60f23124dc7b807a293,2
0b7fb3d53ef729f65beec5a406d0088ac683ec98,2
0be3b02264d5ec556e1d77ec9067e5a7566a5a1f,
0bcc4d843bd37ae1c8623e45dab6fff11263f798,
0a66661884da5db7e7f0be5ab2be9ee8c1132cdb,0
0b9971a4b1239a7cdf79612c16ffc2150e88386c,2
00a00d0edc750db4a0c299dd1ec0c6871f5a4f24,
0a6d3a2d7197b1d4ac24d24f2f154b5fa583f230,2
0ba9eb42f3e220c2b2fc9c22937aa51123e8b3aa,3
0a1b57b58a4f85beb910c49de95a52fd2b15096e,3
00c386ee8b9fac7eeb2291a72d52966d83eec814,2
0bc64ef316cd141b76252306fd889ee9108f1bd1,
0a4379cb820735fce01ca648ecdab069f91d284d,0
0a6091c17b036524ee4c11c1082b6d9af211e574,
0c3be6f8d192a86bbfa513bffc229e5b8488f479,0
0a47d15f82e911e525d1ac2a589af65a768ced6e,0
00f244245f02c27974ee0dd3bc21fe47abcc03cb,2
0ae1db5aba68358df8378580c435e5ee10b1f5b7,5
0adf2e22eefb4ea5e395462e2bc6713b43fd320c,2
0a951bc5290bff5f326fd2b5f90a7560ec79fb6d,5
0b67e259fd64cd00d911f3f78b16e5c9c5fa04ab,2
0aca7337384af08cca7fbd5227d57fc111a90eec,5
0a6dd58fa94203b6c2859a37e73a0f5a0cf06594,
0bbde9d2a428c7ff1fed4651894f112e114f8858,
00fe44828602737ae06e2ab9dd8ffdfbd3ef640d,0
0a23247c10fffc2f925c2ddee2451c552286d89b,2
0a83ef386bbeef3cc4bc4c411f4121e7e6bf684e,
0bc8e8a168e0494844ef69720fa8ad6be16c76b0,2
0c6df41138c9efc896b7cb4f71e158f110f58147,
0a0147800d4984f382f5ccb44abb6af6fdf65399,5
00d9145811242c3832958dbe03c02d8b3b61a9d4,
0bac8697a99da3386e39595d8605d5cd8ac7c364,
00adbbcc70c39794b7d91a479943c84cc33db30a,
0aefcfb7f8f424c21f70dbb39518ea15fa9f01cb,
0ac2dcedb0154464c73007929ef34a17a92e0e84,
00f4ff4c35b33ae22a8883d06b3def89407aa16e,2
0a312b1ea71937f92cf9470a3c171f1643e55786,2
0ba1801a150e25b029cf3c2a38573435b21dea80,2
0beb1484ab06f672e8066c24d7edab2d0f7369bc,
0bd9e38537d45c72b8507471690027a78f8f4584,2
0bf25ee11173cc87455e3b99254a5474499ecb4d,2
0b1d36c395d04f82448c7f14bce6085b88bb2f47,
0bc3c716259810046e4468d785bd7d28ebeb55d8,2
000e754142ba65ef77c6fdffcbcbe824e141ea7b,5
0c6ba9dd4563409e699feb39f57f540fd4c4e4f4,2
0a2ded6cbd632857d491140a57f2773c3610b10b,5
0b028bc596add636668e7b46cf681d1011a4139e,2
0bbb5cfee4e4760eb8d4e84fe72b4e8ee76b9092,
0a39190987452f902263cff390b8d2e46b98402c,0
0aef209e81dd90e92d222eaaacecba93409a8e5a,2
00cca7a85be08651a10a7575bfe055a4882b9556,5
0a4ff36a0de0c6c9efdcc2f20e3223a31e4c05a0,2
0a40acedad7457f436eb037bd6fa6270be9dba69,5
0afd3f3f56703660978d4e7ed81dbde5b44de25e,
0b460e73926eb107001c95c0dfeae2362b4251b0,2
0a84f279d717c0b06d9ae6fd427985dfe8bb71c6,0
0b2d48d860b8473121923c755d3f0f3a8be9d5b7,2
00ef4c51e666d460dc68a528c90cd2b3a4939d87,
0a17c029515e527bfad8a67810ab82f4a3d6a299,
0b5edd2e409c245c0934d4e7cb2d04f1c1fe1731,0
0a32446730827ad8152c6a61e4738e4e0b231412,
0a6e2ed516fa3f3b4678a17ff98af7fb9742ebc6,2
0a0571a18973e6198245c720980385ce77c7a153,2
0c4a5f27abfcbe74ccce53a1d29413022b4c47cd,5
0be4f70079ef4535358b0c6d02444bc4bad4e9ae,
0a4f344f96d5a21e3d0f33e199983738c37a1631,2
00ec85838f0ebb20028f8600e1ad7b68155569f9,5
0ac777f2217547380e42fc316940fbd325b6fd7d,
0bc18bda4baca7de94fc83fa6b7be6958dcb7c2a,5
0a6e4bc983e7a8eb31e252398f47cdaaf1e605b1,2
00ec586d591bfbe2f07a1322fe6501addac51798,
0bc43a2499322cbf8f3a640b522c6206bf62a3de,
0a518f937c3988f00de0838406d5a1f08c9364e6,0
0bdf8ce93686ba13580923fa56be52c57da4fcb2,2
0a872e137c9283ec440b61ec4153a73ebecd75f0,2
0a29a486b0d83b76602f802c9740d6a825072c0c,1
000bc3d4637530496ac4cb798e10d95709eff92d,
0b71cfe8bc692f5d07c83af9619cf3be7402ee9c,5
0b3baf8685f86b7d620418cb17d29a60ce1d498a,2
0b1af480d35b739da799df76a25463bc2ee4bbe5,2
0bb0abdf3a8f4482fc5f7582bd6128354070f159,
0af6cfa7ed99d06112103bcf89310f6812699772,2
0a676dc0d0745858da098764a508c96d69694adc,0
0aa3622900b6af597a045fe24e8136ed38289553,0
0a7f49331e69629979044fde3cf7e5b41a17c1c0,0
0a4bece6d6ab5276be5c8b20db4caf251afae857,0
0a00a6df208e068e7aa369fb94641434ea0e6070,2
0c3a4702bd525e80fb3a00db518f7f004aa1d692,0
0b1af8f93e552ce74e4549c6eb94e042ea541e56,5
0b107128b0e33054ecf9e080b7607fb246e6629d,5
00c23837d30758cd04804e8394f0f794dc911701,
0bf678f28841b3a0691c0562ab19744f36fd094a,1
0ba7931b7ed42e7c0538b34b31d4fab45647bc12,
0bdd91dba6be193d0720ee8568e46b7728cabc9b,
0aab3823dd11220b278bb89cc745bf21ad294b99,2
0b2b9baffc3066455d3b2c2a982506647f6e26e0,2
00af0695e77bed5c1f033a817d9f67329bf2c143,
00bf9b43e3b221ad454d9cbfbcc2fa7e650a4637,2
0ada0042780f8d870696110e4ea59d20345b7b5c,
00aa67f6695256f8ade032f62ea9fa2764d34a30,2
0b772d8aba96f8c38bb15ded872a8ba6ae069488,2
0c5e2fce08994ea993f7c48eb0ecd9267041bff8,
00e2738de3413c60f4bf1996fc6bc48fff83ea20,0
0a647b3d714a349d37ef40569328888549e68609,
00e0678ef6aa5467b5e6f7b0fdccfeb6c3dbd27d,
0ac3fd7c906edf9eecef4c6d7a3b5fc3d3546ec0,
0a6538e9bb96257060be5c4bc94bfdfb69cc0154,2
0c5d4c595b4b55bb3a1e0840b78bac81906b365d,2
0a8e6fec2ec51e268a0e5c4216484e20ad1a52b1,
0ad706f7e13ae4379a25f56d20fb09b1ff0ee239,
0bf01ff42ddcec0a7a56029fc4fc2ac08b2d3318,
0bd340f4b20f950c462cf4dd1b00b09a4c4c40a4,5
0a247724e3dfa46ce63737d41c355ba675711f67,2
0ac3ab8f693ba9e4d15bf51a73fef27c7a112fc1,
0ba08d35d8c3d827a79950dbadc0e76a6f6da45a,
0b1d385d1a3c8c8e833e7920813808981c55ff19,
0c4f848837c2e8eaf750682d4195cc9076d0cef5,5
0ac69d097e9ecf1e6734a9d6cbf1b8c4a6bc52a9,
0a0cbd4cb08c862deadcb5aaef22a27b770c0791,2
0a462ab1835b9882d56e79f598612b38ff012a7a,
0c4c799b7c70eec5d5cdcae31d8b07d4c933afcf,
000ee7a319f964af24836e5b0402cc7576edff6d,
0be2523b4549e32afac4bac0ef24f1d89822d9f2,
0b6f43ff10ff63de87d94272885b02039c850efc,2
0a207c68c2f4e954339e5db98c6149d5139ded58,0
0aaeb444b61e12df44b17c6672c467b5e4d8d0c9,2
0a3589362745a48cf5b56f4df61d20224202a3b3,5
0bb6782b0ae9f85190f40f733db74e6181404845,
0b90214ba1f750222308aded6b6503910e34d255,
0bd100cf454da5c2faa4ba401721a564cf84fd10,2
0a0ffa864d11abd4a2be59d03ad75c961ba5d51d,2
0bdd5261670a9bdb2a9532b05a4378708a58f465,2
0b7f8ed8be2d0637a85d730271e812f1db3404b5,
0baf09e80ca8703220c9e3dc33a3f5d3175575a2,
00f7d667e3362066c08f7d6594d1d3b0cb16e08e,
0c6a756686a3f5f86f2c063716e6131121698930,
0bbaf01ab8b0f6e52390b72fe16ebe36ee6b1947,3
0aaedbe4032ed7938b948621a405312eb996b340,
0a244dbbabf26f1b919ca49502e8ccbc5684e7dd,2
0a541324bbd8d37177f68e62ef5c6e3eeb5b95cb,2
000b7d1517ceebb34e1e3e817695b6de03e2fa78,
0ae65070d7cbfa7b5454181af026a8ea7391d5d2,2
0c4bfbf56443b6d80e018f40564789037ce69418,
0b73bf324b390e83dfc6448eb9198caf9b2a1128,
0ade65f9b38957887a96a3a5a42b5f68483c3557,
0a098b3876e799d9b21608e26e80d05aa9ec6475,
00eee133e82efe1b256b17c4d8440928ef5ac224,
0be2160c6cfc01fe13a42a9a601103694ce58a5f,3
00fe67432e35cea2b225647e42f5e919961087d9,2
0a7ce12364a25c65969e85f100b4c89fb07ca739,
0c1fd058b624af98542525f9ab3768ad1b586605,0
0a1c4cc123883891af9f8d6b20375098c8efac82,3
0b227d1996bc5dfd895b43f6c6e2449c58252c67,2
0ad5f44fc605d1d2759a22c05a4883b9ec05b234,0
0a6bbe4fc686d69aceaa734006da4130dc4a1f07,0
0abc97b76b190ae18f5dbf2fb44e0100a84cd7ac,
0aa4edc168fd9bf7ba7efee20dbeb007c26b1beb,2
0bc3bd5663991ec319ad89e4da9c186053c2f1e9,
0bd36ad9cb67b0ff67dacb92a53a39f98068de2b,
0b3716091880159e7258d9ffc9adf5d888948e09,
0a9cf8b219b05644670f855a95b67638f9a2112c,0
00c3a7d62e21141ef58722bc1b0673b71f750608,
0a8fe6eb57bbfb0cf6d6a0f5c0c9fc21f0e211ec,2
0a17c3a89cbba2cefb2c1b0f193242a66c87d903,2
0a2cef75767f38996a7a702eb7f2c5af43d96412,5
0a05a7b95ce42f0b53c86a24842ecc9845a7d023,2
00ff7837677a43399dfa348658420e35816d6e46,2
0b6dd3c9c6bba775c15cc3eb4d5a140f793e7de5,3
0b5bb18c32ee90f61fb1c36c888aabad80cc631c,2
0b73e5c0a9f912b5dcc2df38b898af9847640b2f,
0c6d1995eb2dd4ab53022495eca8f8ac697fb881,2
0b9b4fc7a0c40e56aab776cf0399cb1900149141,0
0a3ef8eca5d6cd4d7a0fef83335cc02a2347492c,2
0ab9404566ff5d8d81aebd0e9d9128b9589d9015,2
0a1c4a187e7e929cdf16ce37e7e475045a9ffab2,2
0b746643e6aba929cdb7b709d0af00d39f09cb79,4
0b7f63bc68c410beb4402bcf2c1f2145fd10c592,
0bd7e284947a9087c99d7c38668786acb255a438,
0c0b76bdde85404eef39575005d64289ec29aa1b,
0b60a2188fb1b960dbbbb37c919e5de679cb2269,0
00b1d99e70f779eb4ede50059db469c65e8c1469,
0b812694f1a51b99b25c0a7933230ced2eb0feef,2
0ba11c0f771e47cc0886ff422e71af9ddac425ff,
0a6e9aa35d1320355bf071879e98aabcacfe2b85,0
0bef80ab1a275c438a9b994bdfc42af1af2732de,2
0a71b4bf435ec7784af214d5d33a1155c8cee244,5
0a73a3249990bbf070b1b9d99589fc202e1c0918,
0ae893593421b05f6b24e68b529984cdba5f34f5,5
0a24f22d8d49dc503c52d43dbc51459fc06fbb14,2
00ebdb91b6b1c6faa72f37bbb8b0b1b03d11186d,
0c5fbfd4840c2689fbec7ae1fcd204fbc937b7b1,
0bfafe584842551754428e1473a565d03fa7e9ac,
00e7af2188897d57226ae59ebf7874882ff928a3,2
0a9da9045a61fa3a7801d0807eefd0454a9796ab,0
00a0ab182dc01b6c2e737dfae585f050dcf9a7a5,
0a932091bb779066e779e81a3759e9ae3f36bb0a,0
00d88f4a37b5d775b299e41b622594055cbdd57a,
0ad48a5a5175bd518098bf49051cb9df17f4638d,5
0b0e4ab25933932cacf8ec0a48c43fc0b30f856e,0
0c0d04ca73a9fb6e792fb8e75a7bfd015a9a5d3f,
0aae200778779289b1ca5ebd0d213df876eeea58,0
0ad36224231a9d13f9d9d91cec6f6ee3187e0f16,0
0bbc05b3f7d41626009a8c87b09dd3ed44c7852f,0
00c6711bada05a97b708a854737da9b7bd23a7bd,0
00fa7601e0da2676e573f6b62a99a77a878a7b73,5
0b5df906aa61d901a680a5b6c520aa6d62e33297,5
0ab46b1df9e05687a789426f9c2d76a56087b072,2
0c3be9775e24a07931a5644899df5c99636895be,2
0a3a221e70ed8497ac197567fe69e7d384759826,5
0a8e21567228ca846aa467c8381a60f0ac2a989a,2
0ab25ba570e745ff6a63051a301a7ee9e0c23910,4
0aa141040539da636bc0ba86bb40920d9721aa49,5
00c862a6402381a8541bcffe843696e059095300,0
0a69e9d5ea277f43e879728a3d974843110dee49,2
00e3a332d8a340380e8ea599f18384bb6697c166,
0b3c5191bcf529494ee78fa4d67300c8cdef0880,
0a9d995db37c833401cdd968a766509554529056,2
0a5b8413397c8212cd6582383a0922ccb7b77535,5
0b64a4383fc6b1e04c202a4fa27f0c634c9daf45,5
00fddd1ce0dae85355b9fdf8bbbe6bed4475f7e8,
0b641b3076caebe2a9d3b719d7ffecedd5c60f94,5
0b72cc90a9ca26f9d558b08f0e297e631fc8da5a,
0af3fd030621418589f8f3c8115390002bcd80fc,0
0a763afc181b0c2bbb6ab8b2a73259dfc6f2f5e9,2
0c1a55f04bb4dde1734cefae8366d7cbf9181a8c,5
0a04406a05a6a1f99d6413c02866b2ae3048dd3f,0
0a851d4005336287cd41901a8fcd0ba3bab686c9,2
0bcbf352d92ce90e1c2595fb458ded32b45002a0,2
0add73701e755696c13cbaa63b9378a24fe2879b,5
0c1c5de8aaed14c36cdaaa3bbdb6349bc2fd0431,0
0b0853d647711e2f3e1f2a0f10989defa81a37a1,2
0a2a3cf322b4b3f292a301a4ce3a27b3e651025d,5
00a5ea9189927ffc4fc86dcf2d5fdd713e5822ec,5
0aff4cf580d0b3bdaa61d0c9b356e1b66ff7c504,2
0b2dce336251d7b3966ba3312448c9dd39707be0,0
0bba2c1bb69443322b433686dfa6c3a5451f6e92,
0afd6bb0d25731afacd2a2cbf67a0874bf8d8d61,0
0b723d263277d7c26d6fb1568e19b788346ef0c9,2
0af4dde58a77d937a918f66595f7946e02d2a915,2
00bb29a9a6fb7570a77463908109c313fda1ce64,5
0b2d488ca3f4f788888a7f91f921674b0a650339,2
00d4ff0cfe5582b3f2746b2a33d67f6bd4307e98,
0a8adb4e22e7fec049403f3e50889a7adb783d23,2
0b0ce0d563375eba593f552fc31f82289982c829,5
0a29d3f3193c598eac6c27ada6c7d2bee9906d53,3
0b2eb4a443dcba218e3a3160c4caebe09ff94114,
0a003aa69f43cee4357f1e943df79a8b87c0a88e,2
0b3a1e6c8aac53f3ff29a7c05c503755eb349370,2
00c88aab2bfcca0db253c972382e5eee245d071e,2
0b282573f5c63c943021c10ca39a1ed21acfb429,2
00f12a2adcfe8f8f62edfcad80b541c44692f2fa,2
0b0989e8df039c658e71f0e692a112d6f7aa64e2,2
0b91de43ac98c1f8e4bcc8f56f95b9f91904ac20,
00ae60473d68cce817c03b7e329e0546d99736f2,
0a2955dc9d750229378bc3994568b60661efc323,5
0a6ca86c9b6bd25de2766e48b9bb2be6c04b5ef3,0
0c0a27f01b3e045dd8aebb1c99e39d35afc7d82e,2
0b9583908e91f87840a0f844e7c4ebb546482c50,5
00c8546ba285b32184e67eec618d4f4caadcfe17,5
00cb1a95986171a256f5ef14701bd8f571221a28,2
0b5c1cf3805952097b708377ea0a07df6ec3fb46,3
0b2c383c48f644edcb7c4dcf40046bd58dd5e0f8,2
0a1c4afd32c0f17830c8e7f8d5ff543aa1b63a6e,2
00c4c8272b9b23e81ca1700db6ba58e25ac9449c,
0c5c7c0eda4954c87bac8bc496087b963d006796,2
0b84ec140ce3f6a44ba43a27c8301627c4b1dd42,0
0a60911da5cd26b915a667843c296179d810d78e,2
0bccc69fb138e2f1ffc9a510195be229486ef8ce,2
0a12ac257334cecd9952657a56c0c340a47c727d,
0bb97577b1f4c0a5f456ac10d593b4c46f285e9c,2
0b92e7f5c3b8e06c1ef481077e1ef1b104d19a9a,
0a43940ec4bb0ed69b558b9a89d229035a97e874,2
0bc0a39f973e3f8165b47831fc8b0922d5ced66f,2
0b71c286d446269acaefbfa63e64125241ed3efb,2
0bc076b51ce1f622bd646c83bc2f0c94e64b8e08,2
00b8c7102a45f668b7e1367f858738079ee31fa1,0
0ad7c9ac2c3ced6c5cee4267796228ca532da097,2
0adc67dd5357d6059c21d54281273e4ffa20f6c4,2
00bbc69b846d083f62be3f1fee311380526f5df6,
0aaa9163959f170b5ece2b9164423788181eff46,
0bef65699098fb63e5091c44004b59bcdb52858f,2
0c6cf4b1ae6e85e30b13383d5c3409e220d387b6,5
00dcddac255fc338ffde9b3ff4286bc4b5609e00,5
0c3b797583bb9240a8aa79637717aef6da32cc40,2
00d734d62622e0ae059c5761fe1b7f52ce8b786b,
0c0d3ae86e9c83dfc795a58ae2ecad154feff32f,2
0b5ccdab6983dae63f8e635843ba228b42434c39,
00acd3fd31ed0cde8df286697caefc5298e54df1,2
0acd8bd950d67f1ff5f9124775291dd58f086d35,
0b44852e4c0d003747d7beb5b6bc7e0d505095d0,
0aa3dca685054a26d6d770542b3dd239d541e88f,0
0a233615b2bb8d11c6183a497a999b574bbc098b,
00dd17fcbf34e0cb84272565ac52768cf14d42da,0
0b479c12c6dbba551e18de816de68a72f79ded8a,
0a1a26855aab1c04db731b54a25ac7108bd49884,3
0b0c3d1b60e06c801518ce35be6f006e1e0bbde9,
0adfc265a45601143c7ba78108d06be7e3e55d7e,
0aef576e6534168e0a6a5317bb2458cf8b8b11cb,0
00c0b336da95c1d8a9c29236d81d2d7432d50407,
0be2b82dc8f666897e34c57a3d1bea1e95539b38,0
00bf962783de4cdf5a1d7a3602af87f34428a481,2
0b5fd3a0c9d3ca32eb1ece95cc74aecbe2aacc8f,
0b70c1fd82bd1962ab7eec83bdc61fcdb9a2db56,2
0a788544235f577b667f0cc31a6934091ead8f76,
0badd4c283a6967ff84402b13967a1be02ad522d,
0aecfe891a229742990165e93c22334d7f05c6d5,2
0ac450a22e8f1e371aae7bc7a01d41a1cd0a9f64,5
0be03c86855bc77a1a148b308b873e0dcf1fffe2,
0ad01b54bc3949aa9399ec59a5b4e3b56ead9913,
0b83f0e165e33cd4845883034d426c41f3047778,5
00d16927588fb04d4be0e6b269fc02f0d3c2aa7b,2
0c5ad932b62aa56a37a0633ad167e52213d5a318,
0aa414ba39822687dd824f74e623aafe76f6282d,
0aabd95055ff692b3f42d8232938a94d172a7bc5,5
0b530925f860fe1a3191519482c19e8240834caf,0
0a8871b77ceaf69dddbe21765aabe7d280ee50dd,5
0b665471be397ec5f295010a53ebb52b19f48fc9,
00a3c57169335c796e492c56854c637bd6e07986,0
0b1e7adc4414deee16a40a9a0908a55aaef62fc5,
0c3e7b14bd0f61e4ca92cccbdc64a581e9f17c27,5
00ef21603a690ae62a62c48bac9c847059c0455f,2
0a805366a4bd35a3dd93cdaa6a0e8228f5ac5c24,2
0c02f705b6446c3291e71eb7ff83b3b17a59b7d7,5
0ad01da34afb0c735d7d9e50ca27610651b81d6e,
0a5bffb944734d4afefd2ce3a49ae78ec1f12a18,5
0b66cc4baeaf324c0ec4d133553b21989b0b8c2a,2
0ad3da313db27e490fcecf58a7e5ddd248076144,2
0a580bf47c0a3ed1d46fc169cb1054a6270c8e42,
0a46126c562866f36515d8b388f3fc84b92b78c1,5
0c4aaa5de42fdf8277b46f4bee4a390c5194cec4,1
0acef18d2a7d2b97fbbfa190df1b0649d73029ca,
0be9489e117c94eecb7767fec2bb4e10b7ad0f4c,
0b691903cee3f26d6d36351604ed1337d8c12bdb,
0bf713757bd7310fe48131a9d4c95df745a854df,
0a4e14adbd5b96853c0049647a687d6e289190b2,2
0b99f04241566a49e266f6b6848f7714b7aaad05,
0a349f260b1e78d165cb7a51c4f4febbd22cd80f,2
0a1abc458accfcceb47f047357f06b4a86fddcbe,
0a70f6f07fa0124b56a7fa4506e38dbb41c3c443,0
0ba82d378e4709434824ef80f9fa7919097e97d3,2
0b976411eacbca5ab7d44d3fd13839f90e638245,2
0a4346fb089de0a5899b611bab9638e8ff6e36eb,
0a273f78945e7abadfb6f7b81c540cca8003616b,
0bb3b357f41b31c5340a6391a3e481cafd9a74af,5
